SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-9-2017,Single Family Residential,9520 Burr St,Oakland,CA,94605,595888,4,2.0,Oakland,1680,3330,1920,344,355,,Sold,,,http://www.redfin.com/CA/Oakland/9520-Burr-St-94605/home/2000692,EBRD/CCAR/Bay East,40768231,N,Y,37.7528871,-122.1567983
PAST SALE,December-19-2017,Single Family Residential,10528 Stella St,Oakland,CA,94605,998000,5,4.0,Oakland Hills,3055,4821,2006,120,327,,Sold,,,http://www.redfin.com/CA/Oakland/10528-Stella-St-94605/home/11910555,EBRD/CCAR/Bay East,40786536,N,Y,37.748548,-122.1432251
PAST SALE,,Single Family Residential,10520 Stella St,Oakland,CA,94605,998000,4,4.0,,3055,4821,2007,,327,,,,,http://www.redfin.com/CA/Oakland/10520-Stella-St-94605/home/17188122,,,N,Y,37.7486703,-122.1433138
PAST SALE,December-15-2017,Single Family Residential,2721 106Th Ave,Oakland,CA,94605,425000,2,1.0,Oakland,805,6400,1943,124,528,,Sold,,,http://www.redfin.com/CA/Oakland/2721-106th-Ave-94605/home/1078485,EBRD/CCAR/Bay East,40803920,N,Y,37.7441108,-122.1509434
PAST SALE,October-5-2017,Single Family Residential,4835 Dunkirk Ave,Oakland,CA,94605,883000,4,2.5,Grass Valley,2000,6000,1956,195,442,,Sold,,,http://www.redfin.com/CA/Oakland/4835-Dunkirk-Ave-94605/home/1357274,EBRD/CCAR/Bay East,40794876,N,Y,37.7538926,-122.1234394
PAST SALE,,Single Family Residential,9408 Lawlor St,Oakland,CA,94605,455000,2,1.0,,1190,6250,1950,,382,,,,,http://www.redfin.com/CA/Oakland/9408-Lawlor-St-94605/home/1277869,,,N,Y,37.7534044,-122.1580402
PAST SALE,November-9-2017,Single Family Residential,,Oakland,CA,94605,760000,3,2.0,Grass Valley,1771,7004,1958,160,429,,Sold,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/1330612,EBRD/CCAR/Bay East,40798175,N,Y,37.7543204,-122.1200672
PAST SALE,,Single Family Residential,9817 Stearns Ave,Oakland,CA,94605,468500,2,1.0,,2603,10087,1921,,180,,,,,http://www.redfin.com/CA/Oakland/9817-Stearns-Ave-94605/home/1477805,,,N,Y,37.7511221,-122.1536491
PAST SALE,,Single Family Residential,3007 Roxbury Ave,Oakland,CA,94605,810000,4,2.0,,1965,5701,1939,,412,,,,,http://www.redfin.com/CA/Oakland/3007-Roxbury-Ave-94605/home/1619255,,,N,Y,37.7357074,-122.1382123
PAST SALE,,Single Family Residential,6167 Monadnock Way,Oakland,CA,94605,257000,3,1.0,,1058,3500,1925,,243,,,,,http://www.redfin.com/CA/Oakland/6167-Monadnock-Way-94605/home/2025774,,,N,Y,37.7752577,-122.1807025
PAST SALE,February-6-2018,Single Family Residential,2729 Talbot Ave,Oakland,CA,94605,470000,2,1.0,East Oakland,1018,4830,1947,71,462,,Sold,,,http://www.redfin.com/CA/Oakland/2729-Talbot-Ave-94605/home/1761714,EBRD/CCAR/Bay East,40806639,N,Y,37.7446267,-122.1512095
PAST SALE,February-6-2018,Single Family Residential,2473 99Th Ave,Oakland,CA,94605,495000,3,1.0,Toler Heights,1174,3939,1924,71,422,,Sold,,,http://www.redfin.com/CA/Oakland/2473-99th-Ave-94605/home/1655355,EBRD/CCAR/Bay East,40806395,N,Y,37.7476675,-122.1566652
PAST SALE,January-12-2018,Single Family Residential,136 Maggiora Dr,Oakland,CA,94605,690000,3,1.5,Oakland,2141,6695,1960,96,322,,Sold,,,http://www.redfin.com/CA/Oakland/136-Maggiora-Dr-94605/home/692003,San Francisco MLS,464899,N,Y,37.7484343,-122.1401642
PAST SALE,January-12-2018,Single Family Residential,10182 Foothill Blvd,Oakland,CA,94605,500000,3,2.0,Oakland,1515,4180,1954,96,330,,Sold,,,http://www.redfin.com/CA/Oakland/10182-Foothill-Blvd-94605/home/1727833,EBRD/CCAR/Bay East,40798449,N,Y,37.7453872,-122.1537377
PAST SALE,December-1-2017,Single Family Residential,9880 Burr St,Oakland,CA,94605-4802,600000,2,1.0,Toler Heights,1202,13181,1941,138,499,,Sold,,,http://www.redfin.com/CA/Oakland/9880-Burr-St-94605/home/1564309,EBRD/CCAR/Bay East,40799065,N,Y,37.7489052,-122.1543144
PAST SALE,January-16-2018,Single Family Residential,4601 Scotia Ave,Oakland,CA,94605,810000,4,2.5,Grass Valley,1996,8240,1955,92,406,,Sold,,,http://www.redfin.com/CA/Oakland/4601-Scotia-Ave-94605/home/599237,EBRD/CCAR/Bay East,40804299,N,Y,37.754588,-122.1271657
PAST SALE,January-18-2018,Single Family Residential,2509 Taylor Ave,Oakland,CA,94605,515000,2,2.0,Toler Heights,1758,5100,1947,90,293,,Sold,,,http://www.redfin.com/CA/Oakland/2509-Taylor-Ave-94605/home/1993102,EBRD/CCAR/Bay East,40805759,N,Y,37.749428,-122.156887
PAST SALE,April-17-2016,Single Family Residential,2514 74TH Ave,Oakland,CA,94605,330000,3,1.0,Havenscourt,914,3800,1940,731,361,,Sold,,,http://www.redfin.com/CA/Oakland/2514-74th-Ave-94605/home/576862,EBRD/CCAR/Bay East,40731537,N,Y,37.7657201,-122.175503
PAST SALE,,Single Family Residential,2511 Truman Ave,Oakland,CA,94605,510000,3,1.0,,1200,7680,1940,,425,,,,,http://www.redfin.com/CA/Oakland/2511-Truman-Ave-94605/home/598166,,,N,Y,37.7465928,-122.1553235
PAST SALE,July-26-2017,Single Family Residential,10718 Fallbrook Way,Oakland,CA,94605,770000,3,2.0,Alameda County,1379,26001,,266,558,,Sold,,,http://www.redfin.com/CA/Oakland/10718-Fallbrook-Way-94605/home/598186,BAREIS,21712101,N,Y,37.7533229,-122.1291178
PAST SALE,September-15-2017,Single Family Residential,2966 106Th Ave,Oakland,CA,94605,480000,3,1.5,Oakland Zoo,1337,5400,1925,215,359,,Sold,,,http://www.redfin.com/CA/Oakland/2966-106th-Ave-94605/home/598460,EBRD/CCAR/Bay East,40791606,N,Y,37.7453777,-122.1478827
PAST SALE,August-25-2017,Single Family Residential,380 Elysian Fields Dr,Oakland,CA,94605,1100000,4,3.0,Sequoyah Heights,3779,11856,1963,236,291,,Sold,,,http://www.redfin.com/CA/Oakland/380-Elysian-Fields-Dr-94605/home/1330645,EBRD/CCAR/Bay East,40785487,N,Y,37.7610482,-122.1284966
PAST SALE,April-20-2017,Single Family Residential,10551 Stella St,Oakland,CA,94605,655000,2,3.0,Broadmoor Terr,951,4400,1949,363,689,,Sold,,,http://www.redfin.com/CA/Oakland/10551-Stella-St-94605/home/1363539,EBRD/CCAR/Bay East,40773793,N,Y,37.7480059,-122.1435356
PAST SALE,July-27-2017,Single Family Residential,9150 Crest Ave,Oakland,CA,94605,740000,3,2.0,Oak Knoll Area,1506,7500,1941,265,491,,Sold,,,http://www.redfin.com/CA/Oakland/9150-Crest-Ave-94605/home/1776276,EBRD/CCAR/Bay East,40785507,N,Y,37.7602706,-122.1506772
PAST SALE,December-15-2017,Single Family Residential,2738 106th Ave,Oakland,CA,94605,515000,2,1.0,Durant,1007,4940,1938,124,511,,Sold,,,http://www.redfin.com/CA/Oakland/2738-106th-Ave-94605/home/2005707,EBRD/CCAR/Bay East,40802508,N,Y,37.7439401,-122.150278
PAST SALE,May-26-2017,Single Family Residential,9309 Burr St,Oakland,CA,94605,565000,2,1.0,Toler Heights,1710,6250,1946,327,330,,Sold,,,http://www.redfin.com/CA/Oakland/9309-Burr-St-94605/home/2005724,EBRD/CCAR/Bay East,40775208,N,Y,37.7547132,-122.1579071
PAST SALE,July-7-2017,Single Family Residential,3161 Middleton St,Oakland,CA,94605,760000,3,1.0,Oakland,1407,5394,1947,285,540,8,Sold,,,http://www.redfin.com/CA/Oakland/3161-Middleton-St-94605/home/2013892,EBRD/CCAR/Bay East,40785073,N,Y,37.7323687,-122.1383897
PAST SALE,May-24-2017,Single Family Residential,2719 Talbot Ave,OAKLAND,CA,94605,525000,2,1.0,OAKLAND,1321,7250,1900,329,397,,Sold,,,http://www.redfin.com/CA/Oakland/2719-Talbot-Ave-94605/home/2036783,MLSListings,ML81642887,N,Y,37.7444711,-122.1514757
PAST SALE,July-19-2017,Single Family Residential,4732 Stacy St,Oakland,CA,94605,925000,4,3.0,Grass Valley,2256,8432,1956,273,410,,Sold,,,http://www.redfin.com/CA/Oakland/4732-Stacy-St-94605/home/2045076,EBRD/CCAR/Bay East,40784789,N,Y,37.7536406,-122.1256794
PAST SALE,March-3-2018,Single Family Residential,2623 106Th Ave,Oakland,CA,94605,346000,2,1.0,Ivy Wood Ext.,997,5200,1942,46,347,,Sold,,,http://www.redfin.com/CA/Oakland/2623-106th-Ave-94605/home/2000682,EBRD/CCAR/Bay East,40799602,N,Y,37.7434241,-122.1520966
PAST SALE,,Single Family Residential,4560 Sequoyah Rd,Oakland,CA,94605,1020000,4,3.0,,2178,9521,2002,,468,,,,,http://www.redfin.com/CA/Oakland/4560-Sequoyah-Rd-94605/home/1703282,,,N,Y,37.7663516,-122.1360829
PAST SALE,July-21-2017,Single Family Residential,179 COVINGTON St,Oakland,CA,94605,725000,3,1.0,Oakland,1370,5487,1940,271,529,8,Sold,,,http://www.redfin.com/CA/Oakland/179-Covington-St-94605/home/1904898,EBRD/CCAR/Bay East,40784223,N,Y,37.736775,-122.1361716
PAST SALE,April-3-2018,Single Family Residential,2960 106TH Ave,Oakland,CA,94605,515000,3,1.5,East Oakland,1257,5400,1925,15,410,,Sold,,,http://www.redfin.com/CA/Oakland/2960-106th-Ave-94605/home/1903101,EBRD/CCAR/Bay East,40807866,N,Y,37.7452626,-122.1480158
PAST SALE,April-4-2018,Single Family Residential,9039 Thermal St,Oakland,CA,94605,650000,3,2.0,Oakland,1732,6250,1941,14,375,,Sold,,,http://www.redfin.com/CA/Oakland/9039-Thermal-St-94605/home/1930754,EBRD/CCAR/Bay East,40812119,N,Y,37.7549811,-122.1602135
PAST SALE,March-16-2018,Single Family Residential,8453 Golf Links Rd,Oakland,CA,94605,370000,2,1.0,Golf Links,1082,5760,1946,33,342,,Sold,,,http://www.redfin.com/CA/Oakland/8453-Golf-Links-Rd-94605/home/1964861,EBRD/CCAR/Bay East,40811691,N,Y,37.7614429,-122.1593264
PAST SALE,April-11-2018,Single Family Residential,11195 Sun Valley Dr,Oakland,CA,94605,1250000,3,2.0,Chabot Park Est,2433,22528,1955,7,514,64,Sold,,,http://www.redfin.com/CA/Oakland/11195-Sun-Valley-Dr-94605/home/1716941,EBRD/CCAR/Bay East,40812342,N,Y,37.7515843,-122.1190018
PAST SALE,March-29-2018,Single Family Residential,3637 Shone Ave,Oakland,CA,94605,700000,3,2.0,Eastmont Hills,2133,6210,1946,20,328,,Sold,,,http://www.redfin.com/CA/Oakland/3637-Shone-Ave-94605/home/578880,EBRD/CCAR/Bay East,40809080,N,Y,37.7687377,-122.1579071
PAST SALE,July-22-2016,Vacant Land,Revere Ave,Oakland,CA,94603,16668,,,Oakland,,12274,,635,,,Sold,,,http://www.redfin.com/CA/Oakland/Revere-Ave-94605/home/22690150,EBRD/CCAR/Bay East,40719778,N,Y,37.734361,-122.133113
PAST SALE,October-15-2015,Single Family Residential,135 MARLOW Dr,Oakland,CA,94605,700000,4,2.0,Oakland,1937,6122,1941,916,361,7,Sold,,,http://www.redfin.com/CA/Oakland/135-Marlow-Dr-94605/home/1689555,EBRD/CCAR/Bay East,40714790,N,Y,37.7379568,-122.1377465
PAST SALE,June-5-2015,Condo/Co-op,6067 OLD QUARRY Loop,Oakland,CA,94605,490000,3,3.0,Oakland,1753,,2006,1048,280,339,Sold,,,http://www.redfin.com/CA/Oakland/6067-Old-Quarry-Loop-94605/home/12115935,EBRD/CCAR/Bay East,40687450,N,Y,37.77884,-122.165742
PAST SALE,May-27-2015,Townhouse,6490 BAYVIEW Dr,Oakland,CA,94605,699000,4,3.0,Oakland,2438,3325,2014,1057,287,208,Sold,,,http://www.redfin.com/CA/Oakland/6490-Bayview-Dr-94605/home/22647629,EBRD/CCAR/Bay East,40675814,N,Y,37.7793614,-122.1622093
PAST SALE,July-28-2017,Single Family Residential,7960 Surrey Ln,Oakland,CA,94605,950000,4,2.5,Oakland,,15682,1969,264,,6,Sold,,,http://www.redfin.com/CA/Oakland/7960-Surrey-Ln-94605/home/585134,San Francisco MLS,459967,N,Y,37.7751956,-122.1364378
PAST SALE,,Single Family Residential,3051 El Monte Ave,Oakland,CA,94605,91000,2,1.0,,1070,5203,1949,,85,,,,,http://www.redfin.com/CA/Oakland/3051-El-Monte-Ave-94605/home/585086,,,N,Y,37.7649316,-122.159016
PAST SALE,September-1-2017,Townhouse,6492 Bayview Dr,Oakland,CA,94605,825000,4,3.0,Leona Heights,2349,2007,2015,229,351,265,Sold,,,http://www.redfin.com/CA/Oakland/6492-Bayview-Dr-94605/home/22647632,EBRD/CCAR/Bay East,40789201,N,Y,37.7793512,-122.1621206
PAST SALE,July-1-2016,Townhouse,6283 Rocky Point Ct,Oakland,CA,94605,746000,4,3.5,Oakland,2513,,2010,656,297,273,Sold,,,http://www.redfin.com/CA/Oakland/6283-Rocky-Point-Ct-94605/home/22677418,San Francisco MLS,446402,N,Y,37.778689,-122.162997
PAST SALE,August-17-2017,Single Family Residential,4028 Fairway Ave,Oakland,CA,94605,820000,3,2.0,Sequoyah Heights,,7560,1953,244,,,Sold,,,http://www.redfin.com/CA/Oakland/4028-Fairway-Ave-94605/home/1775636,EBRD/CCAR/Bay East,40788367,N,Y,37.7597829,-122.1445558
PAST SALE,,Single Family Residential,3019 El Monte Ave,Oakland,CA,94605,415000,3,1.0,,1710,5000,1952,,243,,,,,http://www.redfin.com/CA/Oakland/3019-El-Monte-Ave-94605/home/585080,,,N,Y,37.7646513,-122.1598143
PAST SALE,July-13-2017,Single Family Residential,5801 Morse Dr,Oakland,CA,94605,650000,3,1.0,Maxwell  Park,1217,3600,1924,279,534,,Sold,,,http://www.redfin.com/CA/Oakland/5801-Morse-Dr-94605/home/1433053,EBRD/CCAR/Bay East,40782781,N,Y,37.7733587,-122.1897483
PAST SALE,May-1-2015,Condo/Co-op,6206 BOULDER Ln,Oakland,CA,94605,400000,2,2.0,Leona Heights,1079,1079,2009,1083,371,275,Sold,,,http://www.redfin.com/CA/Oakland/6206-Boulder-Ln-94605/unit-5007/home/17184155,EBRD/CCAR/Bay East,40688617,N,Y,37.779488,-122.165402
PAST SALE,February-22-2016,Condo/Co-op,570 CANYON OAKS Dr Unit A,Oakland,CA,94605,420000,2,2.0,Shadow Woods,1123,,1986,786,374,390,Sold,,,http://www.redfin.com/CA/Oakland/570-Canyon-Oaks-Dr-94605/unit-A/home/12116919,EBRD/CCAR/Bay East,40725165,N,Y,37.772348,-122.147093
PAST SALE,,Multi-Family (2-4 Unit),3421 68th Ave,Oakland,CA,94605,1800000,19,8.0,,6577,12812,1986,,274,,,,,http://www.redfin.com/CA/Oakland/3421-68th-Ave-94605/home/1250505,,,N,Y,37.7725025,-122.1755748
PAST SALE,September-15-2015,Condo/Co-op,455 Canyon Oaks Dr Unit E,Oakland,CA,94605,430000,2,2.0,Shadow Woods,1123,1123,1986,946,383,351,Sold,,,http://www.redfin.com/CA/Oakland/455-Canyon-Oaks-Dr-94605/unit-E/home/88634573,EBRD/CCAR/Bay East,40707706,N,Y,37.772343,-122.14958
PAST SALE,May-7-2015,Single Family Residential,14121 SKYLINE Blvd,Oakland,CA,94619,2300000,4,4.0,Hillcrest Estate,3268,67518,1957,1077,704,,Sold,,,http://www.redfin.com/CA/Oakland/14121-Skyline-Blvd-94619/home/1142036,EBRD/CCAR/Bay East,40693108,N,Y,37.777659,-122.137494
PAST SALE,August-10-2015,Townhouse,6019 OLD QUARRY Loop,Oakland,CA,94605,468564,2,3.0,East Oakl Hills,1472,1157,2006,982,318,284,Sold,,,http://www.redfin.com/CA/Oakland/6019-Old-Quarry-Loop-94605/home/12114834,EBRD/CCAR/Bay East,40697519,N,Y,37.777927,-122.164439
PAST SALE,October-19-2016,Condo/Co-op,7400 Mountain Blvd Unit 1A,Oakland,CA,94605,350000,2,1.5,East Oakland,878,,1980,546,399,300,Sold,,,http://www.redfin.com/CA/Oakland/7400-Mountain-Blvd-94605/unit-1A/home/103458136,EBRD/CCAR/Bay East,40750818,N,Y,37.775587,-122.161133
PAST SALE,October-14-2016,Townhouse,6467 Bayview Dr,Oakland,CA,94605-3134,699000,4,2.5,Oakland,2415,3325,2013,551,289,268,Sold,,,http://www.redfin.com/CA/Oakland/6467-Bayview-Dr-94605/home/22656388,EBRD/CCAR/Bay East,40748684,N,Y,37.77968,-122.163414
PAST SALE,March-16-2016,Condo/Co-op,645 Canyon Oaks Dr Unit D,Oakland,CA,94605,415000,2,2.0,Oakland,1123,,1986,763,370,390,Sold,,,http://www.redfin.com/CA/Oakland/645-Canyon-Oaks-Dr-94605/unit-D/home/12118483,EBRD/CCAR/Bay East,40727628,N,Y,37.774481,-122.145973
PAST SALE,September-14-2016,Townhouse,6480 BAYVIEW Dr,Oakland,CA,94605,765000,4,3.0,Oakland,2349,2349,2014,581,326,265,Sold,,,http://www.redfin.com/CA/Oakland/6480-Bayview-Dr-94605/home/22671041,EBRD/CCAR/Bay East,40754916,N,Y,37.7796501,-122.1626085
PAST SALE,April-22-2016,Single Family Residential,7919 Phaeton Dr,Oakland,CA,94605,920000,3,2.5,Sequoyah Hills,2232,8750,1971,726,412,6,Sold,,,http://www.redfin.com/CA/Oakland/7919-Phaeton-Dr-94605/home/528789,EBRD/CCAR/Bay East,40728446,N,Y,37.7749876,-122.1388999
PAST SALE,July-13-2015,Single Family Residential,8260 Skyline Cir,Oakland,CA,94605-4230,1207000,3,2.5,Oakland Hills,2350,7081,1998,1010,514,140,Sold,,,http://www.redfin.com/CA/Oakland/8260-Skyline-Cir-94605/home/586438,EBRD/CCAR/Bay East,40700701,N,Y,37.7727761,-122.1331106
PAST SALE,June-24-2016,Single Family Residential,7521 Greenly Dr,Oakland,CA,94605,520000,2,1.0,Mills,1007,5676,1940,663,516,,Sold,,,http://www.redfin.com/CA/Oakland/7521-Greenly-Dr-94605/home/1341886,EBRD/CCAR/Bay East,40739261,N,Y,37.7726381,-122.1642052
PAST SALE,February-21-2017,Single Family Residential,2629 TH Ave,Oakland,CA,94605,295000,3,2.0,Oakland,910,2483,1941,421,324,,Sold,,,http://www.redfin.com/CA/Oakland/2629-TH-Ave-94605/home/108466934,EBRD/CCAR/Bay East,40677902,N,Y,37.7554905,-122.1462193
PAST SALE,October-17-2016,Townhouse,69 Mountain Vly,Oakland,CA,94605,630000,3,2.5,Sequoyah Heights,1636,,1977,548,385,394,Sold,,,http://www.redfin.com/CA/Oakland/69-Mountain-Vly-94605/home/1889138,EBRD/CCAR/Bay East,40761121,N,Y,37.768126,-122.130113
PAST SALE,September-30-2016,Single Family Residential,14133 SKYLINE Blvd,Oakland,CA,94619,935000,3,2.5,Skyline,1693,71438,1957,565,552,4,Sold,,,http://www.redfin.com/CA/Oakland/14133-Skyline-Blvd-94619/home/1323611,EBRD/CCAR/Bay East,40752714,N,Y,37.777415,-122.137192
PAST SALE,November-25-2015,Townhouse,83 Shadow Mtn,Oakland,CA,94605,600000,3,2.5,Sequoyah Heights,1636,,1977,875,367,394,Sold,,,http://www.redfin.com/CA/Oakland/83-Shadow-Mtn-94605/home/1889146,EBRD/CCAR/Bay East,40718390,N,Y,37.764694,-122.127486
PAST SALE,August-5-2016,Single Family Residential,8214 OUTLOOK Ave,Oakland,CA,94605,510000,2,1.0,Oak Knoll,1046,3535,1946,621,488,,Sold,,,http://www.redfin.com/CA/Oakland/8214-Outlook-Ave-94605/home/1243805,EBRD/CCAR/Bay East,40746498,N,Y,37.7638032,-122.1619876
PAST SALE,July-30-2016,Single Family Residential,,Oakland,CA,94605,335000,2,1.0,Eastmont Area,1008,4240,1941,627,332,,Sold,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/886228,EBRD/CCAR/Bay East,40746238,N,Y,37.7643799,-122.1782192
PAST SALE,April-7-2017,Condo/Co-op,6092 Old Quarry Loop #5205,Oakland,CA,94605,625000,2,2.5,Oakland Hills,1802,,2009,376,347,345,Sold,,,http://www.redfin.com/CA/Oakland/6092-Old-Quarry-Loop-94605/unit-5205/home/17184814,EBRD/CCAR/Bay East,40771825,N,Y,37.7791,-122.166243
PAST SALE,April-20-2017,Single Family Residential,5916 Hayes St,Oakland,CA,94621,370000,2,2.0,Seminary,1100,3750,1908,363,336,,Sold,,,http://www.redfin.com/CA/Oakland/5916-Hayes-St-94621/home/1366001,EBRD/CCAR/Bay East,40774883,N,Y,37.768616,-122.193666
PAST SALE,August-4-2017,Townhouse,6065 Old Quarry Loop,Oakland,CA,94605,700000,3,2.5,Oakland,1969,2461,2006,257,356,300,Sold,,,http://www.redfin.com/CA/Oakland/6065-Old-Quarry-Loop-94605/home/17186649,EBRD/CCAR/Bay East,40788265,N,Y,37.7786959,-122.166126
PAST SALE,July-28-2017,Multi-Family (2-4 Unit),2510 73rd Ave,Oakland,CA,94605-2842,427500,4,2.0,Oakland,1528,6500,1944,264,280,,Sold,,,http://www.redfin.com/CA/Oakland/2510-73rd-Ave-94605/home/1291053,EBRD/CCAR/Bay East,40780183,N,Y,37.766144,-122.176149
PAST SALE,August-25-2017,Single Family Residential,6401 Hillmont Dr,Oakland,CA,94605,800000,5,3.0,Millsmont Area,2550,6050,2016,236,314,,Sold,,,http://www.redfin.com/CA/Oakland/6401-Hillmont-Dr-94605/home/1649387,EBRD/CCAR/Bay East,40791139,N,Y,37.777501,-122.17213
PAST SALE,,Condo/Co-op,6078 Old Quarry Loop #5304,Oakland,CA,94605,518000,2,2.0,,1079,,2009,,480,,,,,http://www.redfin.com/CA/Oakland/6078-Old-Quarry-Loop-94605/unit-5304/home/17184340,,,N,Y,37.7788619,-122.166535
PAST SALE,August-25-2017,Townhouse,6272 Rocky Point Ct,Oakland,CA,94605,760000,3,2.5,Oakland Hills,2269,2107,2010,236,335,269,Sold,,,http://www.redfin.com/CA/Oakland/6272-Rocky-Point-Ct-94605/home/22656382,EBRD/CCAR/Bay East,40783576,N,Y,37.7792984,-122.1632738
PAST SALE,January-23-2018,Single Family Residential,2209 62Nd Ave,Oakland,CA,94605,460000,3,2.0,E Oakland,1288,4125,1922,85,357,,Sold,,,http://www.redfin.com/CA/Oakland/2209-62nd-Ave-94605/home/569734,EBRD/CCAR/Bay East,40802593,N,Y,37.7675372,-122.1924863
PAST SALE,November-7-2017,Single Family Residential,3437 66Th Ave,Oakland,CA,94605,585000,2,1.0,Millsmont Area,1014,4410,1924,162,577,,Sold,,,http://www.redfin.com/CA/Oakland/3437-66th-Ave-94605/home/564826,EBRD/CCAR/Bay East,40797880,N,Y,37.7736635,-122.1767558
PAST SALE,,Multi-Family (2-4 Unit),6106 Hilton St,Oakland,CA,94605,990000,16,8.0,,7245,11400,1965,,137,,,,,http://www.redfin.com/CA/Oakland/6106-Hilton-St-94605/home/1189073,,,N,Y,37.7690068,-122.1918545
PAST SALE,September-1-2017,Single Family Residential,2433 75Th Ave,Oakland,CA,94605,406000,2,1.0,Eastmont Area,930,3300,1952,229,437,,Sold,,,http://www.redfin.com/CA/Oakland/2433-75th-Ave-94605/home/1307565,EBRD/CCAR/Bay East,40792179,N,Y,37.7648759,-122.1762236
PAST SALE,April-11-2017,Single Family Residential,2251 85Th Ave,Oakland,CA,94605,253000,3,2.0,Oakland,1308,5300,1982,372,193,,Sold,,,http://www.redfin.com/CA/Oakland/2251-85th-Ave-94605/home/1386640,EBRD/CCAR/Bay East,40766743,N,Y,37.7583284,-122.1678419
PAST SALE,November-8-2017,Multi-Family (2-4 Unit),6614 Bancroft Ave,Oakland,CA,94605,650000,5,3.0,Havenscourt,2292,2500,1950,161,284,,Sold,,,http://www.redfin.com/CA/Oakland/6614-Bancroft-Ave-94605/home/1422743,EBRD/CCAR/Bay East,40794600,N,Y,37.7699753,-122.1827423
PAST SALE,August-30-2017,Single Family Residential,8106 Iris St,Oakland,CA,94605,405000,2,1.0,Eastmont Area,1050,3610,1925,231,386,,Sold,,,http://www.redfin.com/CA/Oakland/8106-Iris-St-94605/home/2025872,EBRD/CCAR/Bay East,40792301,N,Y,37.7624233,-122.1671323
PAST SALE,,Single Family Residential,6114 Buena Ventura Ave,Oakland,CA,94605,765000,4,3.0,,2085,4040,1928,,367,,,,,http://www.redfin.com/CA/Oakland/6114-Buena-Ventura-Ave-94605/home/564426,,,N,Y,37.7784135,-122.177687
PAST SALE,December-21-2017,Single Family Residential,7755 Sunkist Dr,Oakland,CA,94605,850000,4,2.0,Moss Estate,2404,10750,1956,118,354,,Sold,,,http://www.redfin.com/CA/Oakland/7755-Sunkist-Dr-94605/home/576234,EBRD/CCAR/Bay East,40801513,N,Y,37.7692541,-122.163806
PAST SALE,August-11-2017,Single Family Residential,2701 Ritchie St,Oakland,CA,94605-3329,410000,2,1.0,Eastmont Area,1062,4800,1926,250,386,,Sold,,,http://www.redfin.com/CA/Oakland/2701-Ritchie-St-94605/home/1576982,EBRD/CCAR/Bay East,40785731,N,Y,37.7636804,-122.169128
PAST SALE,August-4-2017,Single Family Residential,2343 Church St,Oakland,CA,94605,420000,2,1.0,Oakland,829,3180,1925,257,507,,Sold,,,http://www.redfin.com/CA/Oakland/2343-Church-St-94605/home/1619327,EBRD/CCAR/Bay East,40786499,N,Y,37.767369,-122.1810462
PAST SALE,April-29-2015,Single Family Residential,8011 HANSOM Dr,Oakland,CA,94605,815000,4,2.5,Sequoyah Hills,2356,8050,1965,1085,346,6,Sold,,,http://www.redfin.com/CA/Oakland/8011-Hansom-Dr-94605/home/1970769,EBRD/CCAR/Bay East,40690968,N,Y,37.7736545,-122.1374581
PAST SALE,October-16-2017,Multi-Family (2-4 Unit),8920 Hillside St,Oakland,CA,94605,430000,2,2.0,Oakland,1285,4800,1943,184,335,,Sold,,,http://www.redfin.com/CA/Oakland/8920-Hillside-St-94605/home/584527,EBRD/CCAR/Bay East,40791611,N,Y,37.7553988,-122.1630077
