SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-19-2017,Single Family Residential,8006 Hillside St,Oakland,CA,94605,435000,2,1.0,Oakland,964,,1925,334,451,,Sold,,,http://www.redfin.com/CA/Oakland/8006-Hillside-St-94605/home/1287425,San Francisco MLS,455332,N,Y,37.7626928,-122.1683297
PAST SALE,November-29-2017,Single Family Residential,7108 Greenly Dr,Oakland,CA,94605,575000,2,1.0,Oakland,935,,1947,140,615,,Sold,,,http://www.redfin.com/CA/Oakland/7108-Greenly-Dr-94605/home/1564076,San Francisco MLS,463988,N,Y,37.7742671,-122.1662342
PAST SALE,May-12-2017,Single Family Residential,7975 HILLMONT Dr,Oakland,CA,94605,825000,2,1.0,Eastmont,1127,7760,1940,341,732,,Sold,,,http://www.redfin.com/CA/Oakland/7975-Hillmont-Dr-94605/home/1589989,EBRD/CCAR/Bay East,40776003,N,Y,37.7658352,-122.1627859
PAST SALE,May-19-2017,Single Family Residential,2566 55Th Ave,Oakland,CA,94605,705000,3,2.0,Maxwell  Park,1343,3071,1925,334,525,,Sold,,,http://www.redfin.com/CA/Oakland/2566-55th-Ave-94605/home/1964715,EBRD/CCAR/Bay East,40776362,N,Y,37.7740401,-122.1933842
PAST SALE,February-16-2018,Single Family Residential,2228 87th Ave,OAKLAND,CA,94605,420000,2,1.0,OAKLAND,924,3700,1919,61,455,,Sold,,,http://www.redfin.com/CA/Oakland/2228-87th-Ave-94605/home/1628792,MLSListings,ML81687121,N,Y,37.7559257,-122.1664227
PAST SALE,July-21-2017,Single Family Residential,2924 Cosgrave Ave,Oakland,CA,94605,650000,4,2.0,Oakland,2145,3922,1929,271,303,,Sold,,,http://www.redfin.com/CA/Oakland/2924-Cosgrave-Ave-94605/home/1323729,San Francisco MLS,459232,N,Y,37.7632707,-122.1618989
PAST SALE,May-1-2017,Single Family Residential,2600 63rd Ave,OAKLAND,CA,94605,485000,3,1.5,OAKLAND,1023,5665,1924,352,474,,Sold,,,http://www.redfin.com/CA/Oakland/2600-63rd-Ave-94605/home/568760,MLSListings,ML81643286,N,Y,37.7694682,-122.1872209
PAST SALE,October-18-2017,Single Family Residential,2645 75th Ave,Oakland,CA,94605,480000,4,2.0,East Oakland,1252,3200,1925,182,383,,Sold,,,http://www.redfin.com/CA/Oakland/2645-75th-Ave-94605/home/574172,EBRD/CCAR/Bay East,40795232,N,Y,37.7666052,-122.1736072
PAST SALE,July-14-2017,Single Family Residential,2637 74Th Ave,Oakland,CA,94605,395000,2,1.0,Eastmont Area,748,3000,1950,278,528,,Sold,,,http://www.redfin.com/CA/Oakland/2637-74th-Ave-94605/home/574274,EBRD/CCAR/Bay East,40781704,N,Y,37.7668968,-122.1743943
PAST SALE,October-23-2017,Multi-Family (2-4 Unit),2542 75Th Ave,Oakland,CA,94605,480000,,,Oakland,1528,5000,1947,177,314,,Sold,,,http://www.redfin.com/CA/Oakland/2542-75th-Ave-94605/home/576872,EBRD/CCAR/Bay East,40795086,N,Y,37.7654638,-122.1745385
PAST SALE,May-31-2017,Single Family Residential,2240 Auseon Ave,Oakland,CA,94605,445000,3,2.0,East Oakland,1322,4000,1918,322,337,,Sold,,,http://www.redfin.com/CA/Oakland/2240-Auseon-Ave-94605/home/586331,EBRD/CCAR/Bay East,40771548,N,Y,37.7565161,-122.1666888
PAST SALE,April-18-2017,Multi-Family (2-4 Unit),2625 Seminary,Oakland,CA,94605,650000,7,4.0,Seminary,2912,3605,1953,365,223,,Sold,,,http://www.redfin.com/CA/Oakland/2625-Seminary-Ave-94605/home/1465691,EBRD/CCAR/Bay East,40774826,N,Y,37.7721521,-122.1897927
PAST SALE,,Single Family Residential,3028 73rd Ave,Oakland,CA,94605,388500,3,3.0,,2154,11680,1951,,180,,,,,http://www.redfin.com/CA/Oakland/3028-73rd-Ave-94605/home/1758111,,,N,Y,37.7712207,-122.1693498
PAST SALE,June-30-2017,Single Family Residential,7974 Sunkist Dr,Oakland,CA,94605,450000,3,1.0,King Estates,1168,5929,1952,292,385,,Sold,,,http://www.redfin.com/CA/Oakland/7974-Sunkist-Dr-94605/home/1881998,EBRD/CCAR/Bay East,40767775,N,Y,37.7674215,-122.159903
PAST SALE,,Single Family Residential,2270 Auseon Ave,Oakland,CA,94605,45000,2,1.0,,896,3800,1922,,50,,,,,http://www.redfin.com/CA/Oakland/2270-Auseon-Ave-94605/home/1903013,,,N,Y,37.7568543,-122.1660679
PAST SALE,August-22-2017,Single Family Residential,3208 60Th Ave,Oakland,CA,94605,510000,2,1.0,Chevrolet Park,880,2850,1926,239,580,,Sold,,,http://www.redfin.com/CA/Oakland/3208-60th-Ave-94605/home/1914026,EBRD/CCAR/Bay East,40788082,N,Y,37.7754291,-122.183352
PAST SALE,May-5-2017,Single Family Residential,2600 Havenscourt Blvd,Oakland,CA,94605,420000,2,1.0,Oakland,906,4000,1923,348,464,,Sold,,,http://www.redfin.com/CA/Oakland/2600-Havenscourt-Blvd-94605/home/1952644,San Francisco MLS,455077,N,Y,37.7675801,-122.184117
PAST SALE,,Single Family Residential,7608 Sunkist Dr,Oakland,CA,94605,510000,4,2.0,,1824,7803,1941,,280,,,,,http://www.redfin.com/CA/Oakland/7608-Sunkist-Dr-94605/home/963462,,,N,Y,37.7708693,-122.1648704
PAST SALE,January-8-2016,Single Family Residential,71 SIENA Dr,Oakland,CA,94605,649000,3,3.0,Oakland Hills,1757,3968,2007,831,369,200,Sold,,,http://www.redfin.com/CA/Oakland/71-Siena-Dr-94605/home/17184336,EBRD/CCAR/Bay East,40723658,N,Y,37.771409,-122.152051
PAST SALE,March-16-2018,Single Family Residential,7320 Arthur St,Oakland,CA,94605,475000,2,1.0,Oakland,1010,4000,1939,33,470,,Sold,,,http://www.redfin.com/CA/Oakland/7320-Arthur-St-94605/home/1142020,EBRD/CCAR/Bay East,40809146,N,Y,37.7634056,-122.1799486
PAST SALE,March-31-2018,Single Family Residential,2945 62nd,Oakland,CA,94605,492500,2,1.5,Oakland,1225,4033,1935,18,402,,Sold,,,http://www.redfin.com/CA/Oakland/2945-62nd-Ave-94605/home/1533016,San Francisco MLS,465819,N,Y,37.7725785,-122.1850592
PAST SALE,April-8-2018,Single Family Residential,7870 Ney Ave,Oakland,CA,94605-3310,735000,4,3.0,Eastmont,1850,13500,1925,10,397,,Sold,,,http://www.redfin.com/CA/Oakland/7870-Ney-Ave-94605/home/577259,EBRD/CCAR/Bay East,40800877,N,Y,37.7665175,-122.1659348
PAST SALE,March-26-2018,Single Family Residential,2228 86th Ave,Oakland,CA,94605,483000,3,2.0,Bancroft,1585,5227,1919,23,305,,Sold,,,http://www.redfin.com/CA/Oakland/2228-86th-Ave-94605/home/1776295,EBRD/CCAR/Bay East,40810062,N,Y,37.757012,-122.1672653
PAST SALE,November-26-2015,Condo/Co-op,455 Canyon Oaks Unit C,Oakland,CA,94605,440000,2,2.0,Shadow Woods,1123,,1986,874,392,351,Sold,,,http://www.redfin.com/CA/Oakland/455-Canyon-Oaks-Dr-94605/unit-C/home/12116769,EBRD/CCAR/Bay East,40719109,N,Y,37.772343,-122.14958
PAST SALE,July-24-2015,Single Family Residential,3500 Oak Knoll Blvd,Oakland,CA,94605,650000,3,2.0,Oak Knoll,1882,8367,1929,999,345,,Sold,,,http://www.redfin.com/CA/Oakland/3500-Oak-Knoll-Blvd-94605/home/1257064,EBRD/CCAR/Bay East,40703844,N,Y,37.7562983,-122.1498788
PAST SALE,March-13-2017,Single Family Residential,2221 86Th Ave,Oakland,CA,94605,441000,3,1.0,Oakland,1077,5320,1939,401,409,,Sold,,,http://www.redfin.com/CA/Oakland/2221-86th-Ave-94605/home/1386639,EBRD/CCAR/Bay East,40767882,N,Y,37.7572467,-122.1678419
PAST SALE,June-5-2015,Single Family Residential,2255 86TH Ave,Oakland,CA,94605,346000,3,2.0,Oakland,1427,4000,1914,1048,242,,Sold,,,http://www.redfin.com/CA/Oakland/2255-86th-Ave-94605/home/1712655,EBRD/CCAR/Bay East,40693247,N,Y,37.757673,-122.1671766
PAST SALE,,Vacant Land,Outlook Ave,Oakland,CA,94605,235000,,,,,28976,,,,,,,,http://www.redfin.com/CA/Oakland/Outlook-Ave-94605/home/22812711,,,N,Y,37.769158,-122.166618
PAST SALE,June-26-2015,Single Family Residential,2725 76TH Ave,Oakland,CA,94605,328500,3,2.0,Eastmont,1404,3500,1928,1027,234,,Sold,,,http://www.redfin.com/CA/Oakland/2725-76th-Ave-94605/home/575391,EBRD/CCAR/Bay East,40695393,N,Y,37.767094,-122.1713898
PAST SALE,November-30-2015,Single Family Residential,2667 PARKER Ave,Oakland,CA,94605,300000,3,1.0,Eastmont Area,1008,5000,1924,870,298,,Sold,,,http://www.redfin.com/CA/Oakland/2667-Parker-Ave-94605/home/573817,EBRD/CCAR/Bay East,40710538,N,Y,37.7646256,-122.1711681
PAST SALE,May-27-2015,Single Family Residential,7330 KRAUSE Ave,Oakland,CA,94605,290000,2,1.0,Eastmont Area,783,5460,1927,1057,370,,Sold,,,http://www.redfin.com/CA/Oakland/7330-Krause-Ave-94605/home/575260,EBRD/CCAR/Bay East,40690546,N,Y,37.7645761,-122.1778201
PAST SALE,,Single Family Residential,7620 Garfield Ave,Oakland,CA,94605,157500,3,1.0,,1847,5000,1925,,85,,,,,http://www.redfin.com/CA/Oakland/7620-Garfield-Ave-94605/home/575365,,,N,Y,37.7650064,-122.1734076
PAST SALE,October-14-2015,Townhouse,2944 76TH Ave,Oakland,CA,94605,439900,4,3.5,Eastmont Hills,3462,7860,1929,917,127,,Sold,,,http://www.redfin.com/CA/Oakland/2944-76th-Ave-94605/home/575976,EBRD/CCAR/Bay East,40698489,N,Y,37.7686214,-122.1677314
PAST SALE,,Single Family Residential,2501 75th Ave,Oakland,CA,94605,360000,2,1.0,,926,3800,1940,,389,,,,,http://www.redfin.com/CA/Oakland/2501-75th-Ave-94605/home/576853,,,N,Y,37.7653166,-122.1754808
PAST SALE,August-27-2015,Single Family Residential,,Oakland,CA,94605,305000,3,1.0,,1096,3058,1922,965,278,,Sold,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/1412641,BAREIS,21515297,N,Y,37.7708753,-122.1895685
PAST SALE,August-2-2016,Single Family Residential,7756 HILLMONT Dr,Oakland,CA,94605,720000,3,2.0,East Oakl Hills,1470,10300,1958,624,490,,Sold,,,http://www.redfin.com/CA/Oakland/7756-Hillmont-Dr-94605/home/577125,EBRD/CCAR/Bay East,40748036,N,Y,37.7689031,-122.1649591
PAST SALE,June-28-2016,Single Family Residential,6947 Halliday Ave,Oakland,CA,94605-2359,340000,2,1.0,Eastmont Mall,764,3597,1925,659,445,,Sold,,,http://www.redfin.com/CA/Oakland/6947-Halliday-Ave-94605/home/710468,EBRD/CCAR/Bay East,40737834,N,Y,37.7666694,-122.1791504
PAST SALE,December-27-2016,Single Family Residential,2646 106Th Ave,Oakland,CA,94605,601000,5,3.0,Ivy Wood Ext.,2242,5240,1949,477,268,,Sold,,,http://www.redfin.com/CA/Oakland/2646-106th-Ave-94605/home/596089,EBRD/CCAR/Bay East,40763534,N,Y,37.7433685,-122.1512979
PAST SALE,July-12-2016,Single Family Residential,2570 98TH Ave,Oakland,CA,94605,510000,4,2.0,Toler Heights,1360,5208,1963,645,375,,Sold,,,http://www.redfin.com/CA/Oakland/2570-98th-Ave-94605/home/596956,EBRD/CCAR/Bay East,40742673,N,Y,37.7507528,-122.1560886
PAST SALE,August-28-2015,Single Family Residential,3517 Mirasol Ave,Oakland,CA,94605,362500,2,2.0,Alameda County,1188,6351,1937,964,305,,Sold,,,http://www.redfin.com/CA/Oakland/3517-Mirasol-Ave-94605/home/1224393,BAREIS,21519423,N,Y,37.7574896,-122.1504998
PAST SALE,,Single Family Residential,9827 Burr St,Oakland,CA,94605,560000,3,2.0,,1546,6000,1939,,362,,,,,http://www.redfin.com/CA/Oakland/9827-Burr-St-94605/home/1366322,,,N,Y,37.7501346,-122.1554233
PAST SALE,December-18-2015,Single Family Residential,,Oakland,CA,94605,420000,3,1.0,Oakland,1011,4905,1941,852,415,,Sold,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/1743572,EBRD/CCAR/Bay East,40719047,N,Y,37.7453491,-122.1532499
PAST SALE,January-10-2017,Single Family Residential,9232 Golf Links Rd,Oakland,CA,94605,650000,3,1.5,Oak Knoll,1144,6664,1955,463,568,,Sold,,,http://www.redfin.com/CA/Oakland/9232-Golf-Links-Rd-94605/home/1798911,EBRD/CCAR/Bay East,40763696,N,Y,37.7563828,-122.1536491
PAST SALE,November-29-2016,Single Family Residential,9200 CASTLEWOOD St,Oakland,CA,94605,558000,3,2.5,Oakland Zoo,1686,4830,1956,505,331,,Sold,,,http://www.redfin.com/CA/Oakland/9200-Castlewood-St-94605/home/1937177,EBRD/CCAR/Bay East,40749666,N,Y,37.7572631,-122.1532055
PAST SALE,January-7-2016,Single Family Residential,9895 Thermal,Oakland,CA,94605,320000,2,1.0,Oakland Hills,1172,4335,1924,832,273,,Sold,,,http://www.redfin.com/CA/Oakland/9895-Thermal-St-94605/home/2045068,EBRD/CCAR/Bay East,40722305,N,Y,37.747881,-122.1565765
PAST SALE,November-8-2016,Single Family Residential,9863 STANLEY Ave,Oakland,CA,94605,500000,3,2.0,Oakland,1573,5950,1940,526,318,,Sold,,,http://www.redfin.com/CA/Oakland/9863-Stanley-Ave-94605/home/619088,EBRD/CCAR/Bay East,40758519,N,Y,37.7501126,-122.1521857
PAST SALE,March-4-2016,Townhouse,6511 Bayview Dr,Oakland,CA,94605,824025,4,3.5,Oakland,2513,3325,2015,775,328,208,Sold,,,http://www.redfin.com/CA/Oakland/6511-Bayview-Dr-94605/home/22656373,EBRD/CCAR/Bay East,40725281,N,Y,37.7783,-122.161711
PAST SALE,July-29-2015,Townhouse,6507 BAYVIEW Dr,Oakland,CA,94605,750246,4,2.5,Oakland,2415,3325,2015,994,311,208,Sold,,,http://www.redfin.com/CA/Oakland/6507-Bayview-Dr-94605/home/22656371,EBRD/CCAR/Bay East,40698249,N,Y,37.7784762,-122.1618102
PAST SALE,May-6-2016,Single Family Residential,8338 GOLF LINKS Rd,Oakland,CA,94605,440000,2,1.5,Oak Knoll,1178,4343,1934,712,374,,Sold,,,http://www.redfin.com/CA/Oakland/8338-Golf-Links-Rd-94605/home/2017641,EBRD/CCAR/Bay East,40734491,N,Y,37.7623351,-122.1620319
PAST SALE,April-25-2016,Single Family Residential,8301 Ney Ave,Oakland,CA,94605,640000,4,2.0,Alameda County,2018,3485,1929,723,317,,Sold,,,http://www.redfin.com/CA/Oakland/8301-Ney-Ave-94605/home/2025936,BAREIS,21520681,N,Y,37.7628071,-122.1625642
PAST SALE,,Single Family Residential,4436 Turner Ave,Oakland,CA,94605,865000,3,3.0,,2443,44045,1951,,354,,,,,http://www.redfin.com/CA/Oakland/4436-Turner-Ave-94605/home/600061,,,N,Y,37.7460026,-122.1236163
PAST SALE,May-25-2016,Single Family Residential,4955 SCOTIA Ave,Oakland,CA,94605,765000,3,2.0,Grass Valley,1549,7700,1959,693,494,,Sold,,,http://www.redfin.com/CA/Oakland/4955-Scotia-Ave-94605/home/1681385,EBRD/CCAR/Bay East,40737161,N,Y,37.7550509,-122.1207328
PAST SALE,May-1-2015,Single Family Residential,4734 LOWREY Rd,Oakland,CA,94605,1100000,5,3.0,Chabot Park Ests,3736,36150,1950,1083,294,55,Sold,,,http://www.redfin.com/CA/Oakland/4734-Lowrey-Rd-94605/home/1689563,EBRD/CCAR/Bay East,40688645,N,Y,37.7486276,-122.1188466
PAST SALE,,Single Family Residential,10710 Cotter St,Oakland,CA,94605,785000,3,2.0,,1579,10020,1959,,497,,,,,http://www.redfin.com/CA/Oakland/10710-Cotter-St-94605/home/844265,,,N,Y,37.7559415,-122.1235719
PAST SALE,September-25-2015,Single Family Residential,2757 PARKER Ave,Oakland,CA,94605,345000,2,1.0,East Oakland,924,3800,1925,936,373,,Sold,,,http://www.redfin.com/CA/Oakland/2757-Parker-Ave-94605/home/1862720,EBRD/CCAR/Bay East,40715045,N,Y,37.765704,-122.1687289
PAST SALE,August-25-2016,Single Family Residential,3963 Delmont Ave,Oakland,CA,94605-2232,428000,2,1.0,Oakland,676,6200,1925,601,633,,Sold,,,http://www.redfin.com/CA/Oakland/3963-Delmont-Ave-94605/home/1881803,EBRD/CCAR/Bay East,40747880,N,Y,37.7773536,-122.1696602
PAST SALE,,Condo/Co-op,6630 MacArthur Blvd Apt 9,Oakland,CA,94605,182000,2,1.0,,759,,1965,,240,,,,,http://www.redfin.com/CA/Oakland/6630-MacArthur-Blvd-94605/unit-9/home/1925202,,,N,Y,37.7724303,-122.1773766
PAST SALE,November-12-2015,Condo/Co-op,440 CANYON OAKS Dr Unit G,Oakland,CA,94605,350000,1,1.0,Shadow Woods,815,,1986,888,429,305,Sold,,,http://www.redfin.com/CA/Oakland/440-Canyon-Oaks-Dr-94605/unit-G/home/12116756,EBRD/CCAR/Bay East,40719471,N,Y,37.771272,-122.14969
PAST SALE,March-16-2016,Single Family Residential,4479 OAK HILL Rd,Oakland,CA,94605,1300000,3,3.0,Sequoyah,2293,16000,1951,763,567,,Sold,,,http://www.redfin.com/CA/Oakland/4479-Oak-Hill-Rd-94605/home/602934,EBRD/CCAR/Bay East,40730601,N,Y,37.766091,-122.140312
PAST SALE,September-10-2015,Condo/Co-op,635 CANYON OAKS Dr Unit E,Oakland,CA,94605,342000,1,1.0,Shadow Woods,815,815,1986,951,420,305,Sold,,,http://www.redfin.com/CA/Oakland/635-Canyon-Oaks-Dr-94605/unit-E/home/58637818,EBRD/CCAR/Bay East,40712299,N,Y,37.774481,-122.145973
PAST SALE,June-12-2015,Condo/Co-op,480 CANYON OAKS Dr Unit 480C,Oakland,CA,94605-3823,365000,2,2.0,Shadow Woods,1123,,1986,1041,325,350,Sold,,,http://www.redfin.com/CA/Oakland/480-Canyon-Oaks-Dr-94605/unit-480C/home/77304168,EBRD/CCAR/Bay East,40686579,N,Y,37.771451,-122.148443
PAST SALE,May-20-2016,Condo/Co-op,615 Canyon Oaks Dr Unit E,Oakland,CA,94605,451000,2,2.0,Shadow Woods,1123,,1986,698,402,391,Sold,,,http://www.redfin.com/CA/Oakland/615-Canyon-Oaks-Dr-94605/unit-E/home/104098493,EBRD/CCAR/Bay East,40731862,N,Y,37.774052,-122.1457757
PAST SALE,March-9-2017,Single Family Residential,8277 SKYLINE Cir,Oakland,CA,94605,940000,4,2.5,Oakland Hills,2350,7855,1998,405,400,140,Sold,,,http://www.redfin.com/CA/Oakland/8277-Skyline-Cir-94605/home/587955,EBRD/CCAR/Bay East,40763122,N,Y,37.773253,-122.1324008
PAST SALE,October-16-2015,Single Family Residential,64 SIENA Dr,Oakland,CA,94605,650000,4,3.5,Oakland Hills,2042,6611,2008,915,318,200,Sold,,,http://www.redfin.com/CA/Oakland/64-Siena-Dr-94605/home/12352161,EBRD/CCAR/Bay East,40708064,N,Y,37.7712419,-122.152392
PAST SALE,January-12-2017,Condo/Co-op,8065 GREENRIDGE Dr,Oakland,CA,94605,455000,2,1.0,Oakland Hills,899,,1964,461,506,258,Sold,,,http://www.redfin.com/CA/Oakland/8065-Greenridge-Dr-94605/home/95473248,EBRD/CCAR/Bay East,40760621,N,Y,37.7728359,-122.1524071
PAST SALE,February-29-2016,Single Family Residential,3927 Burckhalter,Oakland,CA,94605,655000,3,2.0,Millsmont Area,1346,7200,2011,779,487,,Sold,,,http://www.redfin.com/CA/Oakland/3927-Burckhalter-Ave-94605/home/577367,EBRD/CCAR/Bay East,40725437,N,Y,37.7748697,-122.1682965
PAST SALE,May-20-2016,Single Family Residential,7982 Sanford St,Oakland,CA,94605-3713,535000,3,1.5,East Oakl Hills,1104,8989,1946,698,485,,Sold,,,http://www.redfin.com/CA/Oakland/7982-Sanford-St-94605/home/1031284,EBRD/CCAR/Bay East,40733697,N,Y,37.7714239,-122.1537378
PAST SALE,March-14-2017,Single Family Residential,2219 65TH Ave,Oakland,CA,94605,260000,2,1.0,Havenscourt Area,782,2500,1921,400,332,,Sold,,,http://www.redfin.com/CA/Oakland/2219-65th-Ave-94605/home/569186,EBRD/CCAR/Bay East,40753040,N,Y,37.766105,-122.1901098
PAST SALE,May-4-2015,Single Family Residential,7325 HALLIDAY Ave,Oakland,CA,94605,230000,2,1.0,E Oakland,1010,2730,1924,1080,228,,Sold,,,http://www.redfin.com/CA/Oakland/7325-Halliday-Ave-94605/home/1224293,EBRD/CCAR/Bay East,40690732,N,Y,37.7648436,-122.177554
PAST SALE,January-8-2016,Single Family Residential,6911 HALLIDAY Ave,Oakland,CA,94605,325000,3,2.0,E Oakland,1109,3815,1927,831,293,,Sold,,,http://www.redfin.com/CA/Oakland/6911-Halliday-Ave-94605/home/1268259,EBRD/CCAR/Bay East,40703832,N,Y,37.7671412,-122.1796834
PAST SALE,September-15-2015,Single Family Residential,2527 HAVENSCOURT Blvd,Oakland,CA,94605,385000,3,1.0,Havenscourt,2149,4000,1925,946,179,,Sold,,,http://www.redfin.com/CA/Oakland/2527-Havenscourt-Blvd-94605/home/1533023,EBRD/CCAR/Bay East,40708355,N,Y,37.7673477,-122.1854916
PAST SALE,November-10-2015,Single Family Residential,2301 66TH Ave,Oakland,CA,94605,275000,2,1.0,Havenscourt,884,3500,1925,890,311,,Sold,,,http://www.redfin.com/CA/Oakland/2301-66th-Ave-94605/home/1571805,EBRD/CCAR/Bay East,40701854,N,Y,37.7659979,-122.1888504
PAST SALE,January-8-2016,Single Family Residential,6610 Bancroft Ave,Oakland,CA,94605,449000,5,2.0,Oakland,1750,2500,1965,831,257,,Sold,,,http://www.redfin.com/CA/Oakland/6610-Bancroft-Ave-94605/home/1761413,EBRD/CCAR/Bay East,40717234,N,Y,37.7699482,-122.182831
PAST SALE,September-4-2015,Single Family Residential,2696 67TH Ave,Oakland,CA,94605,400000,3,1.0,Heavenscourt,928,3000,1920,957,431,,Sold,,,http://www.redfin.com/CA/Oakland/2696-67th-Ave-94605/home/1831628,EBRD/CCAR/Bay East,40705866,N,Y,37.7681573,-122.1818554
PAST SALE,November-3-2015,Single Family Residential,2321 CHURCH St,Oakland,CA,94605,275000,2,1.0,Eastmont Area,732,2650,1946,897,376,,Sold,,,http://www.redfin.com/CA/Oakland/2321-Church-St-94605/home/1930367,EBRD/CCAR/Bay East,40716738,N,Y,37.7670915,-122.1814674
PAST SALE,May-28-2015,Single Family Residential,6701 ARTHUR St,Oakland,CA,94605,205000,3,1.0,Havenscourt,1271,4000,1925,1056,161,,Sold,,,http://www.redfin.com/CA/Oakland/6701-Arthur-St-94605/home/1999691,EBRD/CCAR/Bay East,40697925,N,Y,37.7669527,-122.1838509
PAST SALE,November-5-2015,Single Family Residential,2619 74th Ave,Oakland,CA,94605,198000,2,1.0,East Oakland,,3800,1924,895,,,Sold,,,http://www.redfin.com/CA/Oakland/2619-74th-Ave-94605/home/2013805,EBRD/CCAR/Bay East,40718986,N,Y,37.7666784,-122.1747159
PAST SALE,August-7-2015,Single Family Residential,6809 HILLMONT Dr,Oakland,CA,94605,585000,3,2.0,Eastmont Hills,1148,7076,1925,985,510,,Sold,,,http://www.redfin.com/CA/Oakland/6809-Hillmont-Dr-94605/home/980498,EBRD/CCAR/Bay East,40705599,N,Y,37.7746623,-122.1699263
PAST SALE,May-5-2016,Single Family Residential,2839 75TH Ave,Oakland,CA,94605,420000,3,1.0,Eastmont Hills,1256,3600,1931,713,334,,Sold,,,http://www.redfin.com/CA/Oakland/2839-75th-Ave-94605/home/1001177,EBRD/CCAR/Bay East,40731051,N,Y,37.7690082,-122.1703698
PAST SALE,,Single Family Residential,2739 79th Ave,Oakland,CA,94605,250000,2,1.0,,968,5040,1925,,258,,,,,http://www.redfin.com/CA/Oakland/2739-79th-Ave-94605/home/1323518,,,N,Y,37.7647954,-122.1687732
PAST SALE,October-14-2016,Single Family Residential,2707 75TH Ave,Oakland,CA,94605,300000,2,1.0,Eastmont,940,2450,1926,551,319,,Sold,,,http://www.redfin.com/CA/Oakland/2707-75th-Ave-94605/home/1914163,EBRD/CCAR/Bay East,40752655,N,Y,37.767423,-122.172177
PAST SALE,November-2-2016,Single Family Residential,5815 AVENAL Ave,Oakland,CA,94605,405000,2,1.5,Oakland,1333,5120,1917,532,304,,Sold,,,http://www.redfin.com/CA/Oakland/5815-Avenal-Ave-94605/home/1871970,EBRD/CCAR/Bay East,40757682,N,Y,37.770615,-122.193099
PAST SALE,June-21-2017,Single Family Residential,8341 Outlook Ave,Oakland,CA,94605,630000,3,2.0,Oak Knoll,1727,3648,1949,301,365,,Sold,,,http://www.redfin.com/CA/Oakland/8341-Outlook-Ave-94605/home/691531,EBRD/CCAR/Bay East,40779408,N,Y,37.7633067,-122.1609231
PAST SALE,September-8-2015,Townhouse,6158 Old Quarry Loop,Oakland,CA,94605,536500,2,2.5,Oakland,1596,,2007,953,336,305,Sold,,,http://www.redfin.com/CA/Oakland/6158-Old-Quarry-Loop-94605/home/22808932,San Francisco MLS,435541,N,Y,37.778694,-122.164656
PAST SALE,October-14-2015,Single Family Residential,6057 outlook,Oakland,CA,94605,585000,3,2.0,Upper Millsmont,1737,5400,1938,917,337,,Sold,,,http://www.redfin.com/CA/Oakland/6057-Outlook-Ave-94605/home/564734,EBRD/CCAR/Bay East,40715131,N,Y,37.7779423,-122.1791726
PAST SALE,,Multi-Family (2-4 Unit),5940 Majestic Ave,Oakland,CA,94605,485000,3,2.0,,1396,3042,1947,,347,,,,,http://www.redfin.com/CA/Oakland/5940-Majestic-Ave-94605/home/528644,,,N,Y,37.7787447,-122.1799043
PAST SALE,June-21-2016,Single Family Residential,2318 62nd Ave,Oakland,CA,94605-1429,310000,2,1.0,Oakland,772,3392,1923,666,402,,Sold,,,http://www.redfin.com/CA/Oakland/2318-62nd-Ave-94605/home/1277366,EBRD/CCAR/Bay East,40732392,N,Y,37.7681885,-122.1909986
PAST SALE,May-11-2016,Condo/Co-op,6166 Old Quarry Loop,Oakland,CA,94605,555000,2,2.5,Oakland Hills,1804,,2007,707,308,342,Sold,,,http://www.redfin.com/CA/Oakland/6166-Old-Quarry-Loop-94605/home/21643618,EBRD/CCAR/Bay East,40731934,N,Y,37.778694,-122.164656
