SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,3605 Majestic Ave Unit B,Oakland,CA,94605,360000,3,2.0,,1363,6235,1990,,264,,,,,http://www.redfin.com/CA/Oakland/3605-Majestic-Ave-94605/unit-B/home/1871916,,,N,Y,37.7792583,-122.1797648
PAST SALE,November-19-2015,Single Family Residential,2121 65TH Ave,Oakland,CA,94621,335000,3,2.0,Havenscourt,941,3800,1924,881,356,,Sold,,,http://www.redfin.com/CA/Oakland/2121-65th-Ave-94621/home/1775261,EBRD/CCAR/Bay East,40715099,N,Y,37.765661,-122.190829
PAST SALE,April-29-2016,Single Family Residential,,Oakland,CA,94605,595000,2,1.0,Millsmont Area,1078,4212,1939,719,552,,Sold,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94605/home/565160,EBRD/CCAR/Bay East,40733002,N,Y,37.7739807,-122.1754697
PAST SALE,,Single Family Residential,3951 Delmont Ave,Oakland,CA,94605,180000,2,1.0,,646,6250,1923,,279,,,,,http://www.redfin.com/CA/Oakland/3951-Delmont-Ave-94605/home/565803,,,N,Y,37.7773677,-122.1701037
PAST SALE,June-10-2015,Single Family Residential,3561 66TH Ave,Oakland,CA,94605,545000,3,1.0,Millsmont Area,1461,4200,1940,1043,373,,Sold,,,http://www.redfin.com/CA/Oakland/3561-66th-Ave-94605/home/566607,EBRD/CCAR/Bay East,40696200,N,Y,37.7743606,-122.1756915
PAST SALE,October-23-2015,Single Family Residential,3522 68TH Ave,Oakland,CA,94605,450000,3,1.0,Millsmont Area,975,6656,1931,908,462,,Sold,,,http://www.redfin.com/CA/Oakland/3522-68th-Ave-94605/home/772754,EBRD/CCAR/Bay East,40715658,N,Y,37.7727714,-122.1740839
PAST SALE,September-11-2015,Single Family Residential,7556 OUTLOOK Ave,Oakland,CA,94605,525000,3,2.0,Eastmont Hills,1340,8256,1926,950,392,,Sold,,,http://www.redfin.com/CA/Oakland/7556-Outlook-Ave-94605/home/787209,EBRD/CCAR/Bay East,40709545,N,Y,37.7695305,-122.1677975
PAST SALE,January-6-2017,Single Family Residential,8491 NEY Ave,Oakland,CA,94605,615000,3,2.5,Oakland Hills,2007,6876,1958,467,306,,Sold,,,http://www.redfin.com/CA/Oakland/8491-Ney-Ave-94605/home/1571992,EBRD/CCAR/Bay East,40754112,N,Y,37.762029,-122.1577075
PAST SALE,November-29-2016,Single Family Residential,4981 STONERIDGE Ct,Oakland,CA,94605,985000,3,2.5,Ridgemont,2190,25600,1988,505,450,,Sold,,,http://www.redfin.com/CA/Oakland/4981-Stoneridge-Ct-94605/home/566207,EBRD/CCAR/Bay East,40760595,N,Y,37.78076,-122.1532055
PAST SALE,June-17-2016,Single Family Residential,13606 CAMPUS Dr,Oakland,CA,94605,980000,3,2.0,Ridgemont,2425,16000,1989,670,404,,Sold,,,http://www.redfin.com/CA/Oakland/13606-Campus-Dr-94605/home/567900,EBRD/CCAR/Bay East,40737058,N,Y,37.7809509,-122.1566209
PAST SALE,March-3-2016,Single Family Residential,8048 GREENLY Dr,Oakland,CA,94605,575000,3,1.0,Melrose,1092,5000,1941,776,527,,Sold,,,http://www.redfin.com/CA/Oakland/8048-Greenly-Dr-94605/home/578930,EBRD/CCAR/Bay East,40727592,N,Y,37.7680849,-122.1566209
PAST SALE,November-25-2015,Multi-Family (2-4 Unit),8096 GREENRIDGE Dr,Oakland,CA,94605,830000,8,5.0,Oakland,4426,6004,1967,875,188,,Sold,,,http://www.redfin.com/CA/Oakland/8096-Greenridge-Dr-94605/home/579197,EBRD/CCAR/Bay East,40720329,N,Y,37.7721179,-122.151764
PAST SALE,October-11-2016,Single Family Residential,7916 WINTHROPE St,Oakland,CA,94605,525000,2,1.0,King Estates,839,5000,1943,554,626,,Sold,,,http://www.redfin.com/CA/Oakland/7916-Winthrope-St-94605/home/580111,EBRD/CCAR/Bay East,40756320,N,Y,37.7703375,-122.1575523
PAST SALE,March-25-2016,Single Family Residential,4163 RIFLE Ln,Oakland,CA,94605,675000,3,2.0,Oakland Hills,1400,6590,1941,754,482,,Sold,,,http://www.redfin.com/CA/Oakland/4163-Rifle-Ln-94605/home/691393,EBRD/CCAR/Bay East,40720856,N,Y,37.7756331,-122.1601248
PAST SALE,November-1-2016,Single Family Residential,5822 KINGSLEY Cir,Oakland,CA,94605,250000,2,1.0,Seminary,703,1482,1924,533,356,,Sold,,,http://www.redfin.com/CA/Oakland/5822-Kingsley-Cir-94605/home/568257,EBRD/CCAR/Bay East,40752604,N,Y,37.7726071,-122.1903658
PAST SALE,May-19-2016,Single Family Residential,2518 60th Ave,Oakland,CA,94605,332000,4,1.0,Oakland,1384,4400,1914,699,240,,Sold,,,http://www.redfin.com/CA/Oakland/2518-60th-Ave-94605/home/1563867,EBRD/CCAR/Bay East,40730532,N,Y,37.7703214,-122.1903187
PAST SALE,October-28-2015,Single Family Residential,5529 Fleming Ave,Oakland,CA,94605,750000,4,2.0,Oakland,2100,7705,1914,903,357,,Sold,,,http://www.redfin.com/CA/Oakland/5529-Fleming-Ave-94605/home/567320,EBRD/CCAR/Bay East,40717542,N,Y,37.7745845,-122.1919653
PAST SALE,July-22-2016,Vacant Land,Revere Ave,Oakland,CA,94603,16666,,,Oakland,,9999,,635,,,Sold,,,http://www.redfin.com/CA/Oakland/Revere-Ave-94605/home/22690149,EBRD/CCAR/Bay East,40719773,N,Y,37.734366,-122.133311
PAST SALE,March-7-2016,Single Family Residential,263 COVINGTON St,Oakland,CA,94605,650000,2,2.0,Oakland,1150,5100,1940,772,565,8,Sold,,,http://www.redfin.com/CA/Oakland/263-Covington-St-94605/home/1533464,EBRD/CCAR/Bay East,40729171,N,Y,37.7348884,-122.1359942
PAST SALE,September-21-2016,Single Family Residential,239 MARLOW Dr,Oakland,CA,94605-5821,710000,2,2.0,Oakland,1340,6065,1942,574,530,8,Sold,,,http://www.redfin.com/CA/Oakland/239-Marlow-Dr-94605/home/1963274,EBRD/CCAR/Bay East,40750216,N,Y,37.7353034,-122.134752
PAST SALE,August-11-2016,Single Family Residential,3260 REVERE Ave,Oakland,CA,94605,650000,3,1.5,Oakland,1581,7462,1951,615,411,,Sold,,,http://www.redfin.com/CA/Oakland/3260-Revere-Ave-94605/home/2017747,EBRD/CCAR/Bay East,40743253,N,Y,37.7358106,-122.1338204
PAST SALE,April-19-2016,Single Family Residential,9430 Mountain Blvd,Oakland,CA,94605,650000,4,2.5,Oakland,,8359,1996,729,,,Sold,,,http://www.redfin.com/CA/Oakland/9430-Mountain-Blvd-94605/home/585857,San Francisco MLS,442789,N,Y,37.7586272,-122.1471286
PAST SALE,January-26-2016,Single Family Residential,196 Maggoria Dr,Oakland,CA,94605,550000,3,2.0,Chabot Park,1857,6820,1963,813,296,,Sold,,,http://www.redfin.com/CA/Oakland/196-Maggiora-Dr-94605/home/602152,EBRD/CCAR/Bay East,40721974,N,Y,37.7471261,-122.1407853
PAST SALE,March-1-2016,Single Family Residential,10520 Mark St,Oakland,CA,94605,622950,4,3.0,Malcolm,2112,4400,1994,778,295,,Sold,,,http://www.redfin.com/CA/Oakland/10520-Mark-St-94605/home/1457209,EBRD/CCAR/Bay East,40709591,N,Y,37.7480813,-122.1440235
PAST SALE,May-5-2015,Single Family Residential,10546 MARK St,Oakland,CA,94605,430000,2,2.0,Chabot Park,990,3795,1946,1079,434,,Sold,,,http://www.redfin.com/CA/Oakland/10546-Mark-St-94605/home/1716933,EBRD/CCAR/Bay East,40687969,N,Y,37.7477352,-122.1439348
PAST SALE,December-31-2015,Single Family Residential,45 ELYSIAN FIELDS Dr,Oakland,CA,94605,943000,3,2.0,Sequoyah Hills,1649,10815,1956,839,572,,Sold,,,http://www.redfin.com/CA/Oakland/45-Elysian-Fields-Dr-94605/home/1761763,EBRD/CCAR/Bay East,40723888,N,Y,37.7587342,-122.1401561
PAST SALE,December-22-2016,Single Family Residential,2970 BARRETT St,Oakland,CA,94605,510000,3,2.0,East Oakl Hills,1592,4400,1925,482,320,,Sold,,,http://www.redfin.com/CA/Oakland/2970-Barrett-St-94605/home/1806572,EBRD/CCAR/Bay East,40760222,N,Y,37.7443679,-122.1464189
PAST SALE,November-4-2016,Single Family Residential,4072 OAK HILL Rd,Oakland,CA,94605,682000,3,2.0,Sequoyah,1681,9280,1959,530,406,,Sold,,,http://www.redfin.com/CA/Oakland/4072-Oak-Hill-Rd-94605/home/1843844,EBRD/CCAR/Bay East,40758007,N,Y,37.7604497,-122.1416282
PAST SALE,May-29-2015,Single Family Residential,142 SEQUOYAH VIEW Dr,Oakland,CA,94605,700380,3,2.0,Sequoyah Heights,1989,7081,1962,1055,352,,Sold,,,http://www.redfin.com/CA/Oakland/142-Sequoyah-View-Dr-94605/home/1946621,EBRD/CCAR/Bay East,40694609,N,Y,37.7606688,-122.1387003
PAST SALE,April-20-2015,Single Family Residential,22 DONNA Way,Oakland,CA,94605,860000,4,2.0,Sequoyah Heights,2268,9500,1962,1094,379,,Sold,,,http://www.redfin.com/CA/Oakland/22-Donna-Way-94605/home/1965070,EBRD/CCAR/Bay East,40689406,N,Y,37.7607907,-122.1335764
PAST SALE,,Single Family Residential,61 Sequoyah View Dr,Oakland,CA,94605,725000,3,2.0,,1666,7812,1957,,435,,,,,http://www.redfin.com/CA/Oakland/61-Sequoyah-View-Dr-94605/home/2017790,,,N,Y,37.7618204,-122.1399424
PAST SALE,,Single Family Residential,10530 Stella St,Oakland,CA,94605,740000,4,3.0,,2892,4821,2007,,256,,,,,http://www.redfin.com/CA/Oakland/10530-Stella-St-94605/home/17188121,,,N,Y,37.7484361,-122.1432251
PAST SALE,July-16-2015,Multi-Family (2-4 Unit),6624 Bancroft Ave,Oakland,CA,94605-2007,425500,5,4.0,Oakland,,7500,1954,1007,,,Sold,,,http://www.redfin.com/CA/Oakland/6624-Bancroft-Ave-94605/home/63699134,EBRD/CCAR/Bay East,40686684,N,Y,37.7699328,-122.1825851
PAST SALE,September-6-2016,Multi-Family (2-4 Unit),2822 Havenscourt,Oakland,CA,94605,384000,3,3.0,Oakland,2400,3800,1927,589,160,,Sold,,,http://www.redfin.com/CA/Oakland/2822-Havenscourt-Blvd-94605/home/104483840,EBRD/CCAR/Bay East,40735812,N,Y,37.7700949,-122.1816708
PAST SALE,,Single Family Residential,2436 Havenscourt Blvd,Oakland,CA,94605,1227273,2,1.0,,1093,4000,1924,,1123,,,,,http://www.redfin.com/CA/Oakland/2436-Havenscourt-Blvd-94605/home/536749,,,N,Y,37.766119,-122.1864338
PAST SALE,December-1-2016,Single Family Residential,6120 Camden St,Oakland,CA,94605,562000,2,1.0,Millmont,1141,3800,1926,503,493,,Sold,,,http://www.redfin.com/CA/Oakland/6120-Camden-St-94605/home/563688,EBRD/CCAR/Bay East,40761628,N,Y,37.7740201,-122.1835405
PAST SALE,July-17-2015,Single Family Residential,2689 68th Ave,Oakland,CA,94605,300000,3,1.0,Heavenscourt,755,2500,1925,1006,397,,Sold,,,http://www.redfin.com/CA/Oakland/2689-68th-Ave-94605/home/571315,EBRD/CCAR/Bay East,40697908,N,Y,37.7678114,-122.1817668
PAST SALE,,Multi-Family (2-4 Unit),2685 Havenscourt Blvd,Oakland,CA,94605,575000,4,4.0,,3120,5000,1940,,184,,,,,http://www.redfin.com/CA/Oakland/2685-Havenscourt-Blvd-94605/home/572333,,,N,Y,37.7689382,-122.182964
PAST SALE,,Multi-Family (2-4 Unit),5922 Camden St,Oakland,CA,94605,200000,8,5.0,,4622,4000,1941,,43,,,,,http://www.redfin.com/CA/Oakland/5922-Camden-St-94605/home/678537,,,N,Y,37.7751942,-122.1848264
PAST SALE,May-19-2015,Single Family Residential,2693 67TH Ave,Oakland,CA,94605,400000,3,2.0,Havenscourt,1325,3000,1928,1065,302,,Sold,,,http://www.redfin.com/CA/Oakland/2693-67th-Ave-94605/home/710435,EBRD/CCAR/Bay East,40695503,N,Y,37.7684086,-122.1822545
PAST SALE,December-21-2015,Single Family Residential,8725 Seneca St,Oakland,CA,94605,480000,2,1.0,Alameda County,1376,9450,1946,849,349,,Sold,,,http://www.redfin.com/CA/Oakland/8725-Seneca-St-94605/home/691523,BAREIS,21525956,N,Y,37.7582455,-122.1594151
PAST SALE,December-4-2015,Single Family Residential,2500 82ND Ave,Oakland,CA,94605,335000,3,2.0,Oakland,1358,3500,1927,866,247,,Sold,,,http://www.redfin.com/CA/Oakland/2500-82nd-Ave-94605/home/843489,EBRD/CCAR/Bay East,40718796,N,Y,37.7619436,-122.1658905
PAST SALE,June-16-2017,Single Family Residential,8416 Ney Ave,Oakland,CA,94605,722000,4,2.5,Eastmont Hills,2081,5500,1953,306,347,,Sold,,,http://www.redfin.com/CA/Oakland/8416-Ney-Ave-94605/home/585068,EBRD/CCAR/Bay East,40780950,N,Y,37.7627237,-122.1598365
PAST SALE,May-8-2015,Single Family Residential,2280 82ND Ave,Oakland,CA,94605,283000,2,1.0,Oakland,825,3480,1921,1076,343,,Sold,,,http://www.redfin.com/CA/Oakland/2280-82nd-Ave-94605/home/1914245,EBRD/CCAR/Bay East,40692228,N,Y,37.7606794,-122.1688179
PAST SALE,March-1-2017,Single Family Residential,3000 El Monte Ave,Oakland,CA,94605,685000,3,2.0,Oak Knoll,1733,6232,1948,413,395,,Sold,,,http://www.redfin.com/CA/Oakland/3000-El-Monte-Ave-94605/home/1914252,EBRD/CCAR/Bay East,40769073,N,Y,37.7641728,-122.1595482
PAST SALE,June-19-2015,Single Family Residential,8612 HILLSIDE St,Oakland,CA,94605-3936,202000,2,1.0,Oakland,828,4290,1942,1034,244,,Sold,,,http://www.redfin.com/CA/Oakland/8612-Hillside-St-94605/home/2045010,EBRD/CCAR/Bay East,40686447,N,Y,37.7579366,-122.1639841
PAST SALE,,Single Family Residential,2225 Auseon Ave,Oakland,CA,94605,110000,3,1.0,,1232,6180,1919,,89,,,,,http://www.redfin.com/CA/Oakland/2225-Auseon-Ave-94605/home/2045031,,,N,Y,37.7566898,-122.167221
PAST SALE,August-21-2015,Single Family Residential,7940 Greenly Dr,Oakland,CA,94605,440000,2,1.0,King Estates,853,5700,1945,971,516,,Sold,,,http://www.redfin.com/CA/Oakland/7940-Greenly-Dr-94605/home/1995361,EBRD/CCAR/Bay East,40705992,N,Y,37.7694495,-122.1577741
PAST SALE,,Single Family Residential,2750 79th Ave,Oakland,CA,94605,250000,2,1.0,,1152,4620,1926,,217,,,,,http://www.redfin.com/CA/Oakland/2750-79th-Ave-94605/home/574395,,,N,Y,37.7646354,-122.1681967
PAST SALE,,Multi-Family (2-4 Unit),7700 Ney Ave,Oakland,CA,94605,720000,15,7.0,,5799,13100,1964,,124,,,,,http://www.redfin.com/CA/Oakland/7700-Ney-Ave-94605/home/576667,,,N,Y,37.7681976,-122.1673984
PAST SALE,March-7-2017,Single Family Residential,3301 Partridge Ave,Oakland,CA,94605,580000,3,2.0,Eastmont Hills,1192,5184,1941,407,487,,Sold,,,http://www.redfin.com/CA/Oakland/3301-Partridge-Ave-94605/home/578281,EBRD/CCAR/Bay East,40763473,N,Y,37.7660223,-122.1607014
PAST SALE,December-11-2015,Single Family Residential,2723 RITCHIE St,Oakland,CA,94605,330000,2,1.0,Eastmont,1172,4800,1926,859,282,,Sold,,,http://www.redfin.com/CA/Oakland/2723-Ritchie-St-94605/home/963443,EBRD/CCAR/Bay East,40724422,N,Y,37.7640052,-122.1685515
PAST SALE,January-22-2016,Single Family Residential,2318 86TH Ave,Oakland,CA,94605,300000,3,1.0,East Oakland,1176,3500,1919,817,255,,Sold,,,http://www.redfin.com/CA/Oakland/2318-86th-Ave-94605/home/1031407,EBRD/CCAR/Bay East,40719480,N,Y,37.7577559,-122.1658018
PAST SALE,May-15-2015,Single Family Residential,7527 DEERWOOD Ave,Oakland,CA,94605-2732,355000,2,2.0,Eastmont Mall,1000,4032,1942,1069,355,,Sold,,,http://www.redfin.com/CA/Oakland/7527-Deerwood-Ave-94605/home/575181,EBRD/CCAR/Bay East,40685498,N,Y,37.7623866,-122.1783966
PAST SALE,,Single Family Residential,7400 Halliday Ave,Oakland,CA,94605,215000,2,1.0,,828,3978,1941,,260,,,,,http://www.redfin.com/CA/Oakland/7400-Halliday-Ave-94605/home/1001196,,,N,Y,37.764809,-122.1769332
PAST SALE,,Multi-Family (2-4 Unit),3400 Seminary Ave,Oakland,CA,94605,143500,4,2.0,,1454,4521,1939,,99,,,,,http://www.redfin.com/CA/Oakland/3400-Seminary-Ave-94605/home/562434,,,N,Y,37.777379,-122.182262
PAST SALE,June-19-2017,Single Family Residential,3138 60Th Ave,Oakland,CA,94605,535000,2,1.0,Chevrolet Park,1046,4180,1925,303,511,,Sold,,,http://www.redfin.com/CA/Oakland/3138-60th-Ave-94605/home/2040465,EBRD/CCAR/Bay East,40777231,N,Y,37.7752202,-122.1837622
PAST SALE,November-29-2017,Single Family Residential,3845 Delmont Ave,Oakland,CA,94605,688000,2,2.0,Millsmont Area,1004,6050,1926,140,685,,Sold,,,http://www.redfin.com/CA/Oakland/3845-Delmont-Ave-94605/home/531003,EBRD/CCAR/Bay East,40799719,N,Y,37.7772959,-122.1725428
PAST SALE,November-13-2017,Single Family Residential,5808 Fleming Ave,Oakland,CA,94605,750000,3,3.0,Maxwell  Park,2334,4005,1928,156,321,,Sold,,,http://www.redfin.com/CA/Oakland/5808-Fleming-Ave-94605/home/565538,EBRD/CCAR/Bay East,40800647,N,Y,37.7731047,-122.18997
PAST SALE,September-8-2017,Single Family Residential,5514 Laverne Ave,Oakland,CA,94605,469900,2,1.0,Maxwell  Park,986,3500,1922,222,477,,Sold,,,http://www.redfin.com/CA/Oakland/5514-Laverne-Ave-94605/home/813001,EBRD/CCAR/Bay East,40786856,N,Y,37.7731938,-122.1944483
PAST SALE,May-22-2017,Single Family Residential,5638 Picardy Dr,Oakland,CA,94605,540000,2,1.0,Mills Gardens,1154,3534,1926,331,468,,Sold,,,http://www.redfin.com/CA/Oakland/5638-Picardy-Dr-N-94605/home/1743212,EBRD/CCAR/Bay East,40777127,N,Y,37.7751381,-122.1896597
PAST SALE,June-21-2017,Single Family Residential,3330 65Th Ave,Oakland,CA,94605,610000,3,2.0,Oakland,1410,5250,1940,301,433,,Sold,,,http://www.redfin.com/CA/Oakland/3330-65th-Ave-94605/home/1936906,EBRD/CCAR/Bay East,40770954,N,Y,37.7733512,-122.1778423
PAST SALE,August-17-2017,Single Family Residential,6144 Oakdale Ave,Oakland,CA,94605,639000,2,1.5,Upper Millsmont,1082,8774,1949,244,591,,Sold,,,http://www.redfin.com/CA/Oakland/6144-Oakdale-Ave-94605/home/1957536,EBRD/CCAR/Bay East,40789446,N,Y,37.7788058,-122.1768888
PAST SALE,,Single Family Residential,5917 Mauritania Ave,Oakland,CA,94605,530000,3,1.0,,1529,5000,1935,,347,,,,,http://www.redfin.com/CA/Oakland/5917-Mauritania-Ave-94605/home/564596,,,N,Y,37.7770559,-122.1823876
PAST SALE,,Single Family Residential,6198 Oakdale Ave,Oakland,CA,94605,250000,3,2.5,,1823,6144,1950,,137,,,,,http://www.redfin.com/CA/Oakland/6198-Oakdale-Ave-94605/home/564441,,,N,Y,37.7785059,-122.1754254
PAST SALE,July-26-2017,Single Family Residential,5628 Laverne Ave,Oakland,CA,94605,495000,2,1.0,Maxwell  Park,1362,4000,1924,266,363,,Sold,,,http://www.redfin.com/CA/Oakland/5628-Laverne-Ave-94605/home/568313,EBRD/CCAR/Bay East,40782068,N,Y,37.772566,-122.1936946
PAST SALE,July-10-2017,Single Family Residential,6036 Leona St,Oakland,CA,94605,650000,3,2.0,Leona Heights,1204,9372,1960,282,540,,Sold,,,http://www.redfin.com/CA/Oakland/6036-Leona-St-94605/home/1975251,EBRD/CCAR/Bay East,40783015,N,Y,37.7826176,-122.1724541
PAST SALE,February-26-2018,Single Family Residential,5706 Picardy Dr,Oakland,CA,94605,615000,3,1.0,Millmont,1300,3534,1926,51,473,,Sold,,,http://www.redfin.com/CA/Oakland/5706-Picardy-Dr-N-94605/home/1667331,EBRD/CCAR/Bay East,40804959,N,Y,37.7749684,-122.1894823
PAST SALE,February-28-2018,Single Family Residential,6310 Outlook Ave,Oakland,CA,94605,550000,2,2.0,Chevrolet Park,1763,3800,1929,49,312,,Sold,,,http://www.redfin.com/CA/Oakland/6310-Outlook-Ave-94605/home/1970662,EBRD/CCAR/Bay East,40809979,N,Y,37.7765757,-122.1771106
PAST SALE,July-14-2015,Single Family Residential,2718 Seminary,Oakland,CA,94605,369000,4,2.0,Millls College,1173,4400,1923,1009,315,,Sold,,,http://www.redfin.com/CA/Oakland/2718-Seminary-Ave-94605/home/1141833,EBRD/CCAR/Bay East,40700938,N,Y,37.7724018,-122.1887285
PAST SALE,December-8-2015,Multi-Family (2-4 Unit),3206 61st Ave,Oakland,CA,94605,560000,6,4.0,Millls College,2800,4150,1967,862,200,,Sold,,,http://www.redfin.com/CA/Oakland/3206-61st-Ave-94605/home/1330064,EBRD/CCAR/Bay East,40720423,N,Y,37.7747718,-122.1827867
PAST SALE,April-21-2015,Single Family Residential,6447 Outlook,Oakland,CA,94605-2125,582000,5,3.0,Millls College,2550,4870,1949,1093,228,,Sold,,,http://www.redfin.com/CA/Oakland/6447-Outlook-Ave-94605/home/1930313,EBRD/CCAR/Bay East,40686967,N,Y,37.7754765,-122.1763123
PAST SALE,October-22-2015,Single Family Residential,3214 60TH Ave,Oakland,CA,94605,400000,2,1.0,Millls College,996,2925,1923,909,402,,Sold,,,http://www.redfin.com/CA/Oakland/3214-60th-Ave-94605/home/1999642,EBRD/CCAR/Bay East,40714970,N,Y,37.7755045,-122.1833188
PAST SALE,February-23-2017,Condo/Co-op,8783 MOUNTAIN Blvd #7,Oakland,CA,94605,399000,2,2.0,Oak Knoll Hgts,1140,,1982,419,350,400,Sold,,,http://www.redfin.com/CA/Oakland/8783-Mountain-Blvd-94605/unit-7/home/1525007,EBRD/CCAR/Bay East,40764819,N,Y,37.764006,-122.149865
PAST SALE,December-12-2016,Single Family Residential,3464 MARGARITA Ave,Oakland,CA,94605,775000,4,3.0,Oak Knoll,2611,6780,1951,492,297,,Sold,,,http://www.redfin.com/CA/Oakland/3464-Margarita-Ave-94605/home/2000620,EBRD/CCAR/Bay East,40759134,N,Y,37.7580237,-122.150522
PAST SALE,September-28-2016,Multi-Family (2-4 Unit),2402 98th Ave,Oakland,CA,94603,415000,4,2.0,Oakland,1570,5655,1940,567,264,,Sold,,,http://www.redfin.com/CA/Oakland/2402-98th-Ave-94603/home/1525326,EBRD/CCAR/Bay East,40748484,N,Y,37.7494149,-122.1593455
PAST SALE,,Condo/Co-op,9849 MacArthur Blvd,Oakland,CA,94605,312500,3,3.0,,1565,,2016,,200,,,,,http://www.redfin.com/CA/Oakland/9849-MacArthur-Blvd-94605/home/108616507,,,N,Y,37.7487555,-122.1584837
PAST SALE,,Condo/Co-op,9849 MacArthur Blvd,Oakland,CA,94605,312500,3,3.0,,1565,,2016,,200,,,,,http://www.redfin.com/CA/Oakland/9849-MacArthur-Blvd-94605/home/108616496,,,N,Y,37.7487555,-122.1584837
PAST SALE,,Condo/Co-op,9849 MacArthur Blvd,Oakland,CA,94605,312500,3,3.0,,1565,,2016,,200,,,,,http://www.redfin.com/CA/Oakland/9849-MacArthur-Blvd-94605/home/108616501,,,N,Y,37.7487555,-122.1584837
PAST SALE,,Condo/Co-op,9849 MacArthur Blvd,Oakland,CA,94605,312500,3,3.0,,1565,,2016,,200,,,,,http://www.redfin.com/CA/Oakland/9849-MacArthur-Blvd-94605/home/108616504,,,N,Y,37.7487555,-122.1584837
PAST SALE,March-21-2016,Condo/Co-op,740 Canyon Oaks Dr Unit C,OAKLAND,CA,94605,450000,2,2.0,OAKLAND,1123,,1988,758,401,455,Sold,,,http://www.redfin.com/CA/Oakland/740-Canyon-Oaks-Dr-94605/unit-C/home/568008,MLSListings,ML81549443,N,Y,37.774902,-122.145004
PAST SALE,,Single Family Residential,10626 Sheldon St,Oakland,CA,94605,233500,2,1.0,,1272,6466,1949,,184,,,,,http://www.redfin.com/CA/Oakland/10626-Sheldon-St-94605/home/1799067,,,N,Y,37.7460198,-122.1465076
PAST SALE,October-20-2015,Condo/Co-op,3615 Majestic Ave,Oakland,CA,94605,393000,3,2.5,Oakland,1363,6235,1990,911,288,150,Sold,,,http://www.redfin.com/CA/Oakland/3615-Majestic-Ave-94605/home/1386465,EBRD/CCAR/Bay East,40714867,N,Y,37.7792583,-122.1797648
PAST SALE,,Single Family Residential,2101 66th Ave,Oakland,CA,94621,368000,3,1.0,,1261,3880,1921,,292,,,,,http://www.redfin.com/CA/Oakland/2101-66th-Ave-94621/home/570502,,,N,Y,37.764878,-122.190584
PAST SALE,December-31-2015,Single Family Residential,2216 65TH Ave,Oakland,CA,94605,315000,2,1.0,Heavenscourt,896,3100,1925,839,352,,Sold,,,http://www.redfin.com/CA/Oakland/2216-65th-Ave-94605/home/691183,EBRD/CCAR/Bay East,40725005,N,Y,37.765821,-122.189754
PAST SALE,September-9-2016,Single Family Residential,2933 62ND Ave,Oakland,CA,94605,490000,2,1.0,Millsmont Area,1214,4142,1935,586,404,,Sold,,,http://www.redfin.com/CA/Oakland/2933-62nd-Ave-94605/home/567756,EBRD/CCAR/Bay East,40751025,N,Y,37.7724253,-122.1852255
PAST SALE,September-22-2015,Single Family Residential,3000 60th Ave,Oakland,CA,94605,555000,3,1.0,Millsmont Area,,2795,1929,939,,,Sold,,,http://www.redfin.com/CA/Oakland/3000-60th-Ave-94605/home/813015,EBRD/CCAR/Bay East,40706195,N,Y,37.7738595,-122.1855359
PAST SALE,,Single Family Residential,8930 Seneca St,Oakland,CA,94605,490000,2,1.0,,925,5000,1947,,530,,,,,http://www.redfin.com/CA/Oakland/8930-Seneca-St-94605/home/1189404,,,N,Y,37.7574497,-122.1578628
PAST SALE,April-26-2016,Single Family Residential,2945 56TH Ave,Oakland,CA,94605,776000,3,2.0,Mills Gardens,1431,4000,1926,722,542,,Sold,,,http://www.redfin.com/CA/Oakland/2945-56th-Ave-94605/home/772930,EBRD/CCAR/Bay East,40735116,N,Y,37.7766457,-122.1889946
PAST SALE,January-31-2017,Single Family Residential,9140 Fontaine St,Oakland,CA,94605,650000,3,2.0,Oakland,1925,5880,,442,338,,Sold,,,http://www.redfin.com/CA/Oakland/9140-Fontaine-St-94605/home/2000607,San Francisco MLS,453193,N,Y,37.7612061,-122.1572862
